Time(ms),X(mG),Y(mG),Z(mG),Classification
,-1656,464,1560,Jumping Jacks
,-1448,456,376,Jumping Jacks
,-1408,-24,-1520,Jumping Jacks
,-1664,-592,-2840,Jumping Jacks
,-1800,-1160,-3872,Jumping Jacks
,-1800,-1432,-3288,Jumping Jacks
,-2272,-928,-600,Jumping Jacks
,-2880,-104,1944,Jumping Jacks
,-2976,504,3056,Jumping Jacks
,-2536,528,3000,Jumping Jacks
,-2176,312,2632,Jumping Jacks
,-1984,360,2376,Jumping Jacks
,-1552,280,2528,Jumping Jacks
,-720,616,3016,Jumping Jacks
,-192,1536,4080,Jumping Jacks
,-312,2560,4080,Jumping Jacks
,-360,2552,4080,Jumping Jacks
,-584,2208,4080,Jumping Jacks
,-688,1512,2760,Jumping Jacks
,-760,984,1816,Jumping Jacks
,-1024,560,1832,Jumping Jacks
,-1344,360,1928,Jumping Jacks
,-1688,304,2848,Jumping Jacks
,-1936,392,2624,Jumping Jacks
