Time(ms),X(mG),Y(mG),Z(mG),Classification
1.43794E+12,2352,664,-672,Jumping Jacks
1.43794E+12,2048,744,480,Jumping Jacks
1.43794E+12,1568,344,40,Jumping Jacks
1.43794E+12,944,-1240,1968,Jumping Jacks
1.43794E+12,480,-2664,3232,Jumping Jacks
1.43794E+12,272,-3072,2104,Jumping Jacks
1.43794E+12,264,-2544,1856,Jumping Jacks
1.43794E+12,864,-1472,336,Jumping Jacks
1.43794E+12,2024,-192,-400,Jumping Jacks
1.43794E+12,2944,768,-440,Jumping Jacks
1.43794E+12,2944,1184,-392,Jumping Jacks
1.43794E+12,2720,1200,-296,Jumping Jacks
1.43794E+12,2272,1056,-376,Jumping Jacks
1.43794E+12,2024,936,-848,Jumping Jacks
1.43794E+12,1616,816,-984,Jumping Jacks
1.43794E+12,1672,824,-1536,Jumping Jacks
1.43794E+12,1592,752,-1936,Jumping Jacks
1.43794E+12,2728,1952,-4080,Jumping Jacks
1.43794E+12,3408,616,-4080,Jumping Jacks
1.43794E+12,3744,1608,-2424,Jumping Jacks
1.43794E+12,2952,1616,-960,Jumping Jacks
1.43794E+12,2208,1296,-752,Jumping Jacks
1.43794E+12,1992,976,-224,Jumping Jacks
1.43794E+12,1816,1128,-16,Jumping Jacks
1.43794E+12,1800,1112,376,Jumping Jacks
1.43794E+12,1824,1160,-16,Jumping Jacks
1.43794E+12,2024,1224,-96,Jumping Jacks
1.43794E+12,2096,1152,152,Jumping Jacks
1.43794E+12,1960,960,168,Jumping Jacks
1.43794E+12,1616,64,696,Jumping Jacks
1.43794E+12,1240,-1400,32,Jumping Jacks
1.43794E+12,968,-2736,808,Jumping Jacks
1.43794E+12,416,-3408,-24,Jumping Jacks
1.43794E+12,368,-2800,664,Jumping Jacks
1.43794E+12,816,-1472,80,Jumping Jacks
1.43794E+12,1872,-368,-32,Jumping Jacks
1.43794E+12,2400,688,152,Jumping Jacks
1.43794E+12,2488,856,16,Jumping Jacks
1.43794E+12,2376,960,-168,Jumping Jacks
1.43794E+12,2024,840,-32,Jumping Jacks
1.43794E+12,2016,936,-248,Jumping Jacks
1.43794E+12,1848,696,-208,Jumping Jacks
1.43794E+12,1808,696,-1056,Jumping Jacks
